,S&P 500 Index,Betterment 100% stock,Betterment 90% stock,Betterment 80% stock,Betterment 70% stock,Betterment 60% stock,Betterment 50% stock,Avg. private client investor 80-100% equity risk,Betterment 40% stock,Avg. private client investor 60-80% equity risk,Betterment 30% stock,Avg. private client investor 40-60% equity risk,Betterment 20% stock,Avg. private client investor 0-40% equity risk,Five year U.S. Treasury Bills,Betterment 10% stock,Betterment 0% stock
2004-11-30,1.0539063468062313,1.1101574995391723,1.1028278238904878,1.0953756577356626,1.08777370506074,1.080068614569642,1.0721484052908319,1.0673114476833412,1.062443216713564,1.0420139456168767,1.0487160199362728,1.0343263557443962,1.0349625053160119,1.0234635459718193,1.0287432008642936,1.021208233087295,1.0074387160360296
2004-12-31,1.0856421755890033,1.1544201067087472,1.14209247687883,1.1296620583756716,1.117121496842306,1.1044807363872238,1.0916700884022417,1.0949231120230722,1.0775094120926174,1.0658440052718943,1.0602195007014368,1.0518902653375561,1.0429959097578743,1.0348407839413478,1.0317790703754008,1.0258607404418352,1.008800953318532
2005-01-31,1.0613070473652577,1.1304440364116122,1.1212748005131221,1.1119123199705947,1.102341529350927,1.0925602378197792,1.08250291181698,1.0860621525033411,1.0708712475978865,1.0569315491400952,1.0556689568987965,1.0488212282188232,1.0404600927957999,1.0364396561412077,1.0349146727876612,1.0252673338231961,1.0100772387255432
2005-02-28,1.0834863624141118,1.1745169579256287,1.160265873373373,1.145784835970912,1.131136762096832,1.11622535226692,1.1010549421433318,1.113061866680511,1.0848581713832166,1.078066548400804,1.0663729641237754,1.0637481784061649,1.0479700122604054,1.0434776638618293,1.038111112269625,1.029673502631848,1.0114684597800143
2005-03-31,1.0636728938090267,1.141061518986728,1.1294329992968852,1.1175983065682678,1.105594720673384,1.0932025060615587,1.0804864298007075,1.0975719397798605,1.067490719217545,1.0649989606940453,1.054006449189146,1.0556286768536411,1.040445164516981,1.0381286195919577,1.0416506329315567,1.0268281428285242,1.0131445213521038
2005-04-30,1.0437494549546722,1.1157812369542253,1.1083702817373093,1.1006625412879187,1.0926638525263437,1.0841267617527075,1.0751266245592217,1.0796608187577705,1.0650338649651658,1.0522689959377813,1.0526577720865742,1.047159162691572,1.0401575463450659,1.0385404653103114,1.0450595034929768,1.027552198635469,1.0148305773283193
2005-05-31,1.0773755831573406,1.1438832159665626,1.1346290535282808,1.124953627879366,1.1152201017320928,1.1049599673060908,1.0945295746765433,1.086496725807189,1.0820762472660608,1.058192205595601,1.0657294127522978,1.0479817911976235,1.0493424186931768,1.0409382786032286,1.048353681218071,1.0329397323394836,1.0165156338641226
2005-06-30,1.0790043317141063,1.1638690077063556,1.1535188756819998,1.1427043517240616,1.1318432482924279,1.1204406081429745,1.108881425337009,1.096849621794099,1.0947529809256764,1.0668973493893765,1.075564426998815,1.056376161409621,1.0564124515419118,1.0464150346463397,1.0515910111895077,1.0373239600630764,1.0182946377987196
2005-07-31,1.1202788412174018,1.2139302955380789,1.197213952183552,1.1800672948524475,1.163040139418332,1.145584915756186,1.128162674135389,1.1245677122490587,1.1089599215097263,1.087858601166789,1.0865067865836004,1.0698476919324094,1.0641990417739646,1.0494365565992636,1.055015839015113,1.0420612397917086,1.0200936305415702
2005-08-31,1.1097781684965011,1.2216091246928857,1.2054912272101186,1.1890298681810165,1.1724504171381587,1.155484739624491,1.1382846618814466,1.1361001643464133,1.1187665261193653,1.0975667417959554,1.094343613547073,1.079904127671659,1.0701245732465674,1.057312115949037,1.0585703196122171,1.046144276256765,1.0223873462887045
2005-09-30,1.1186798143496284,1.255440986461211,1.2357316723761325,1.2157717431032111,1.1956667770490106,1.175403948064572,1.1548904605463624,1.157053298495439,1.1322281845744162,1.114459735740056,1.1047546459964561,1.0916542684960855,1.0776066265907103,1.061065258060287,1.062044016559387,1.050824708628653,1.024385227673681
2005-10-31,1.0922285018696472,1.2152119022471366,1.1985562661933296,1.1815858573042703,1.1643948957682668,1.1469109526492156,1.129094728138985,1.1305975400183241,1.1102720937687622,1.0965025384607672,1.0893054405416627,1.0786830384829877,1.0683700028760268,1.0529402152465104,1.065800954945833,1.0475056208524665,1.0266969333482443
2005-11-30,1.1402230852540511,1.264985221700214,1.2432669351128358,1.2212241805113444,1.199185394051098,1.1769167368002114,1.1545599870461487,1.1609122305994504,1.1310468331146195,1.1195309904087591,1.105218439963247,1.0928832675742375,1.0796040302967085,1.059962382747195,1.0696745808266277,1.0542395393214608,1.0291135802661397
2005-12-31,1.1380385411131337,1.2958017695242217,1.270354320097526,1.244635269523637,1.2188120936552775,1.1927402500677076,1.1664639591451538,1.1873177322999298,1.1398584067967112,1.1419503389636056,1.1123312716338072,1.1102682159178836,1.0850876847162652,1.0719524392255249,1.0735103082049848,1.0581580176485752,1.031529227743623
2006-01-31,1.1653616898035488,1.3661004528668412,1.33295201206814,1.2997134606704597,1.266549247486168,1.2334501755467149,1.2003394718002638,1.2383185063150188,1.1670820169050669,1.1773355934594179,1.1329229292514271,1.136986833849429,1.0993541431744043,1.085578988426064,1.0773250916740995,1.0664078656307323,1.0340588114281535
2006-02-28,1.172032227536337,1.3627195271926404,1.3304061423149922,1.2980047083723023,1.2656740334421834,1.23348574732626,1.2013170401182607,1.2385757027601536,1.1687747587618893,1.1806565396742355,1.1348684803883482,1.1421569353616237,1.1015217292589403,1.0884866587981934,1.0813433302615665,1.0687725162068555,1.0365983895168105
2006-03-31,1.1913760934553466,1.3969651592251617,1.3587728588339272,1.3208235481739883,1.283071749365008,1.2457431896943927,1.2085607421992859,1.2612267276178644,1.1726874899391362,1.1969690590718698,1.138543079268699,1.1536104553305027,1.1049512525129868,1.0926031359542403,1.085506181555706,1.0719489869301584,1.0395157560814665
2006-04-30,1.2064222031461016,1.4397702336113531,1.3963143506557603,1.3533371429406507,1.3106108970173462,1.268561498167371,1.2267061120208846,1.296348331070126,1.1868220826569407,1.2226471601401263,1.149539068134441,1.1739200853098484,1.1129697286760298,1.1016597817030442,1.0898415707688414,1.0771520160552686,1.0420523358488856
2006-05-31,1.1700914012451542,1.3751198583645587,1.3387887161678385,1.3027239787044094,1.2666045033897344,1.2307773515559206,1.1948104720422021,1.2593938334111585,1.16131500000527,1.1979740303104802,1.1318731857334456,1.1602725597461023,1.1026851397882438,1.0975829050968384,1.0942806821991753,1.073795030041253,1.0451875804235091
2006-06-30,1.1726861046941623,1.3782727681211977,1.34135525204577,1.3046505131582138,1.2679128842491756,1.2313810837031944,1.1947194434134012,1.2494902921329896,1.161006778273729,1.189141537509062,1.1325226959139187,1.1526286402986403,1.1041899102932113,1.0958038503951983,1.0987985826214204,1.0760559591243708,1.048110943630641
2006-07-31,1.1783986133184396,1.3862788787438851,1.350457203861334,1.3147512692459355,1.278882167819618,1.2431919026170433,1.2072695208885715,1.2532891131904367,1.173297987002253,1.1949887326429391,1.142359696430101,1.1585373277411488,1.111649073609832,1.1028260178958833,1.103309501740585,1.081218098045508,1.051054295646027
2006-08-31,1.2041098557425176,1.4166472573506157,1.3789085530817653,1.3413640515781315,1.3036900950956873,1.2662839161715191,1.2286919213470173,1.2733740861587592,1.192299708091754,1.211864944159676,1.1571127143672935,1.1708688454424485,1.1223566303974923,1.1110728324004233,1.1076448909537202,1.0880846603469032,1.0542804892982054
2006-09-30,1.2366184484390836,1.4358998599761779,1.3963802854348333,1.3570207162339085,1.3176737855481755,1.2785314774897785,1.2393571125410308,1.2791614988877829,1.2013114772393485,1.2170141877555403,1.1644638983976603,1.1742097850121,1.1281269077703762,1.1162951549108016,1.1118645900015172,1.0923482121026722,1.0571159017490204
2006-10-31,1.2755845734306615,1.4922954693108736,1.446508431351278,1.40113293530813,1.3560312497487135,1.3114511832484834,1.2671257915335143,1.311957494636912,1.2239860913741576,1.2433240978539644,1.1817990668994236,1.1931391392769641,1.1404268142987433,1.1250369762883627,1.1161181982357067,1.099914894481857,1.060244150240755
2006-11-30,1.300945099924633,1.5427371112809443,1.491922732614619,1.4416177511473358,1.3918055004575347,1.3426140383396707,1.2938783139849228,1.348503040093846,1.2461027349788778,1.2705145917881842,1.1986525650074116,1.2144978183487636,1.152352518638044,1.139273373956465,1.1202910228199614,1.1072372329592501,1.0632764524528708
2006-12-31,1.3183342694309301,1.5762583996443138,1.5183822610463489,1.4613708882964462,1.405141907468248,1.3498410382171824,1.2953100360053083,1.3728263345584275,1.2442078155232306,1.2885685348252176,1.1981182584675119,1.228415268891058,1.1530770377700654,1.1446729089273844,1.12443392753387,1.109115190375885,1.0662138078257803
2007-01-31,1.3381576452656785,1.5997302795720114,1.5379786678474434,1.4773034760453512,1.4176810507275075,1.3591203321534286,1.3015702331186332,1.3842917776202683,1.2484446254985926,1.298376382816957,1.202283465955131,1.2367592135576126,1.1571554435434495,1.1494437851695674,1.1287892633272358,1.1130895187376946,1.0700716478187822
2007-02-28,1.311911412439743,1.581406448679624,1.524008367493487,1.4674007933209112,1.4114677217140077,1.3562745897898476,1.301728543777418,1.3855196196533623,1.2507657036184279,1.3035700504852548,1.2051546187559672,1.245556988133155,1.1604993779989319,1.1594241137434294,1.133125649869382,1.1168374549945788,1.0741563607854654
2007-03-31,1.327115047082156,1.6139734118018163,1.552580761159081,1.4921845997215155,1.4325626496129455,1.373920168654025,1.3160249857073092,1.4047078540581897,1.262251175151638,1.3162703991932294,1.2145884065301438,1.2539691555964856,1.1679814313430752,1.1656829806459146,1.1372705492413142,1.1224683352783376,1.0780311912654827
2007-04-30,1.3858896870639859,1.6738904911047285,1.6047420601137952,1.537056592741457,1.4706014056554144,1.4055938740236749,1.3417870770996947,1.4516979402123682,1.2826919250327702,1.3494127316319475,1.2304040787381405,1.2791502887601083,1.1794891438754407,1.1784591080386022,1.1415311387785843,1.1299741810125865,1.0818320631549612
2007-05-31,1.4328905753130883,1.7365132937742338,1.657296015439405,1.5800799010374407,1.5048620392915484,1.4316482263302408,1.3603727484410388,1.4837174194911298,1.295634264557508,1.3748094802414577,1.241109079097952,1.2959093670985498,1.1881037559726608,1.1842516784667012,1.1458804905978806,1.1366352949720677,1.08667934915653
2007-06-30,1.41194074746554,1.7258781203089617,1.6473713550372038,1.5706315059770435,1.49577540329261,1.4226179348508068,1.3512619700279687,1.486244054300804,1.2875659908710935,1.375742385762564,1.2366419586212443,1.2985413828234424,1.186930393257478,1.1864782193815526,1.1505749182551677,1.1384554077099103,1.0912098125472753
2007-07-31,1.3677396423194916,1.6769470837927418,1.6072554545279973,1.5384431062844253,1.4708007215932781,1.4038716070307165,1.338004441796354,1.4835380717784301,1.2788763183882925,1.3729880932716783,1.2315084446719107,1.2992315206806828,1.1850623679679124,1.1919747756995847,1.1551516610890933,1.1395664244715302,1.0950246766025309
2007-08-31,1.3852883182233793,1.6896697822963866,1.6194445317458128,1.5498860311322913,1.4815144466097272,1.4136281556758554,1.3468629125969844,1.4668577490704133,1.2869822526078214,1.3611426611576496,1.2394386263096413,1.2880597905245743,1.1927394841552919,1.1897640750046703,1.1593304696474172,1.1469146933221745,1.1019857790769496
2007-09-30,1.438906245165084,1.7674114162584038,1.6888640130974935,1.611379434194339,1.5354817035676995,1.4605661068901585,1.387164848557144,1.5338589011684514,1.320327681480577,1.4030701007205235,1.2644695966286577,1.3175350049403418,1.2100194644977171,1.2050974079033874,1.1633118070614583,1.1569946272626548,1.1053948703246514
2007-10-31,1.4584234876032132,1.8355586907926429,1.7503506548356742,1.6663896300074978,1.5842233307884173,1.5033688387323831,1.424247141494265,1.5893147906182272,1.3512777022339297,1.4412787518198966,1.2878628876088376,1.3474650380012818,1.2264226572641665,1.222614711125877,1.1673061097526483,1.1669618638116965,1.1094486006385416
2007-11-30,1.4019443527345388,1.7404003754723343,1.670376688326472,1.6004509088272338,1.531149048700576,1.461768630659769,1.3929491242524956,1.5472331163154474,1.3292106119622544,1.4163874504345206,1.274040437009723,1.3356526067971903,1.2200821196403915,1.2251154858483821,1.1708167078732452,1.1673697685293831,1.1159109823470255
2007-12-31,1.3861651080486457,1.714431131550989,1.6489469010266853,1.5830677539601696,1.517577804099707,1.4515051841561175,1.3857786408511585,1.5447587091363948,1.3248727131874798,1.4138602143138517,1.2727106294689694,1.3336444836051333,1.2214833874122135,1.2252501277178443,1.174167733351997,1.1712294048556577,1.1219775856520826
2008-01-31,1.3023717409962532,1.6040635648329284,1.5556295066153059,1.5057915499711991,1.4555017432934028,1.4035030438704332,1.3509305070861384,1.4545054217150057,1.301258567858135,1.364910809701632,1.2578811401496721,1.3044619351001723,1.214776609348077,1.2225879807547337,1.1770440302212588,1.172002329442961,1.1296073137625933
2008-02-29,1.2687208447194247,1.5793847730657191,1.5353629269105027,1.4895919080857305,1.4430287097759105,1.3943413344276818,1.3446762466225186,1.4625770542134617,1.297386470413985,1.3708340193594517,1.255664463203471,1.3108966301931853,1.214076970680754,1.2309417167438466,1.179735821223387,1.172687489690028,1.131541230961158
2008-03-31,1.2573780574770823,1.5656959553941268,1.5229780135578297,1.4784229354517562,1.432843862693594,1.384991885037333,1.335966192064498,1.4313183245731826,1.290093210856397,1.350066259097527,1.2514227843337475,1.2937341474911999,1.2126239515423598,1.222900825098483,1.1821463654442628,1.1737616055358675,1.134893354105336
2008-04-30,1.317295991762141,1.651797517781945,1.5978011944899255,1.5423296801390567,1.4862506669153959,1.428428980281439,1.3699594482720796,1.4778856625474273,1.315732105373968,1.3758973764152773,1.2702655315112872,1.307606116168977,1.2250452747384557,1.2286092443581684,1.1849079694771985,1.1801394800336782,1.1356099528812384
2008-05-31,1.3372045697719996,1.6809688128214728,1.622007131219024,1.5617802873253441,1.5012871796733318,1.4393416117617828,1.3770982695416603,1.4972059441692966,1.3199897277492085,1.3893647807739398,1.2733561671101121,1.3163989470635937,1.2270207836355191,1.2321742838576708,1.1879727615296396,1.1810540243518162,1.1355200032440957
2008-06-30,1.2254698428981565,1.529826692776203,1.4894142587063186,1.446864231675241,1.4031674956283218,1.3569346439214005,1.3094273890024493,1.4217419450566409,1.2666871895258418,1.3467186584392494,1.235150270102788,1.292738490152745,1.2030479582891882,1.2195189381419995,1.1913736534589674,1.1704355365053436,1.137384959054184
2008-07-31,1.2144599385725252,1.5031065688504714,1.4661727411338052,1.4268844434139192,1.386420023284964,1.3432167823819574,1.2987186623772704,1.385459508606799,1.2587437902387006,1.3235431134514215,1.2300664128950816,1.2751498621549566,1.200656448022365,1.208081309333962,1.1946000128112777,1.1705641910495532,1.1398685684797303
2008-08-31,1.2332242315561888,1.484844656073629,1.4502116040923276,1.413040002216222,1.3748912736909138,1.333757653338012,1.2915293795852025,1.3538736172048926,1.2534227533363103,1.2963269522753516,1.2265209215429587,1.2546612709260967,1.1987834466398595,1.1988167606984894,1.1976817594569154,1.1702540238925838,1.14102192271598
2008-09-30,1.1171105091708466,1.3321683427209674,1.3114779402152457,1.2874940094033622,1.2619837284540156,1.232378081635435,1.2010944157543442,1.2197037904200325,1.1766418459161412,1.1956896457857815,1.1710702313036316,1.1833635046142996,1.1638283841755959,1.1552799162024918,1.2005181631657162,1.1548783098765165,1.1442940906271426
2008-10-31,0.9326200598133014,1.0637375865978322,1.066265512742942,1.0649541512786818,1.0613969048084173,1.0522208517110285,1.0402359448046536,1.0245567267444429,1.039151168049012,1.0538840577711466,1.06890545794672,1.0873947930104215,1.096850173207144,1.0958741413711675,1.2032149408129018,1.1226697943320607,1.1462559921572621
2008-11-30,0.8677217611761376,0.9839467578594459,0.9970861520792274,1.0062475714572265,1.0128417662622353,1.0133804208680965,1.010611073337917,0.9794064327859195,1.017692592707132,1.0219549961106718,1.0540273050206292,1.0663752504501316,1.0884356000461,1.0915319410810218,1.2054868563011745,1.120511589419901,1.1500658590104544
2008-12-31,0.8762241456738042,1.0340679981522523,1.0471424586095184,1.0557590142001914,1.0611798280444074,1.0600387383709782,1.0550053398276646,1.0030271178045984,1.058003238072717,1.0415302168281548,1.085723203200737,1.0807949789744868,1.1106309649943675,1.1055208353126127,1.207002796398705,1.1323747351824425,1.1508144398795634
2009-01-31,0.8042946861440816,0.9261063924953667,0.9488386235181228,0.9676695812794582,0.9839439154097076,0.994223041373266,1.0010352573646673,0.957327941011056,1.0150087841894053,1.0133051356070357,1.0525465409853307,1.0618132216918093,1.0878106027728727,1.0982571044578937,1.2086005174751806,1.1203619911126803,1.1499619172075342
2009-02-28,0.717900671304883,0.8350287758376407,0.8641370349392945,0.8899036138001861,0.9135478942664452,0.93162856663433,0.946483383230635,0.8961595312837134,0.9690193268568441,0.9722286638316686,1.0165483827107158,1.0341770565804373,1.0627111899849928,1.0853592053744423,1.210467517384771,1.106991891735409,1.1490654191573473
2009-03-31,0.7776927837732082,0.9101344671664573,0.9366997354604973,0.9591051255566887,0.9788169569288208,0.9922300336137719,1.0019138815209234,0.9348542930120582,1.0177094408403669,0.9986086652443764,1.0552766686399484,1.0472570475739023,1.0901483712359465,1.0883866674098424,1.2122876428308191,1.1218470036423511,1.1501018388653117
2009-04-30,0.8549275647880155,1.0296531382311724,1.049279926372888,1.0637262935142622,1.0746977901668382,1.0787919829259804,1.0787024665645255,1.0036656744959669,1.0832338131259958,1.054891990614586,1.106118220121517,1.082079347279008,1.1251322950392608,1.103617038878972,1.2141506534243631,1.1399633586466873,1.1504946189475005
2009-05-31,0.9048867518147952,1.1250178472699646,1.1398270759620366,1.1488820726912738,1.1536683434884893,1.1512072331342336,1.1438819331111096,1.0744952104612366,1.1394758550656028,1.110135792689848,1.148914386324781,1.122912174253694,1.153833403896901,1.1284050030524022,1.2162849375090445,1.1540944147466838,1.1497250498297258
2009-06-30,0.9042962809268196,1.1148259288858169,1.1320142966925197,1.1435311355638267,1.150841411993543,1.1510155407666867,1.1463654315707972,1.0709772360967524,1.1435471569085935,1.114467633352933,1.152189745002456,1.1270253167839543,1.1562328759124272,1.1328947153907083,1.2189976724204148,1.1555524995810549,1.150185791859978
2009-07-31,0.9717417283106045,1.2198223447871595,1.2303486389205007,1.2345906834941598,1.2340173342616034,1.2259326728029212,1.212629326130057,1.1329241331484488,1.1996236907158297,1.1604633307491197,1.194328455946588,1.1626534364799643,1.1842124512938104,1.1520594014866132,1.2214680563819824,1.169341474218542,1.1499119451869002
2009-08-31,1.0076286863226027,1.2656093169918181,1.2741598393613156,1.2763279930882434,1.2734473550188627,1.263063682017731,1.2473062864952658,1.16697457745948,1.2303041413374167,1.1879904604322253,1.2172927126791153,1.1812654064293926,1.1994671618097748,1.162832731071056,1.2240531331798765,1.1769989129041072,1.1501658030517241
2009-09-30,1.0433501935992124,1.3296424767376247,1.3354102968162511,1.334405862433214,1.3281447792739591,1.314296925612064,1.294999351337443,1.2143509509948567,1.2721152616276097,1.2231970314366944,1.2481792059707137,1.2075895186230592,1.2196113812482956,1.1805529871114837,1.226444728149533,1.1867257948395484,1.149902950223185
2009-10-31,1.023296970036259,1.289350491580775,1.2999659246094,1.3039557782273028,1.302714236370207,1.2938698312084838,1.2794463185534473,1.20199566735847,1.26086070862639,1.2190922471438257,1.2400752257372907,1.2087097567208445,1.2145039194549812,1.1825389546860463,1.2288004192747746,1.18442796484065,1.1502037817874067
2009-11-30,1.0863237929898886,1.3586633992108288,1.364434392923552,1.3630309124660078,1.356252273362978,1.3413710022655785,1.320871270749361,1.240186875893468,1.295132784827091,1.2499896831222306,1.2653127681014733,1.2301623657302332,1.2309369687790683,1.1982118622996571,1.2310603668149085,1.1923836028186074,1.1501018388653117
2009-12-31,1.1070695319063568,1.394122822873479,1.3930107229938677,1.3843765200383138,1.3704806685312594,1.348376666625923,1.3210058348093283,1.2581650059510716,1.2908107431188913,1.2617976015750934,1.2620890524350905,1.2330959459915993,1.2287564448528885,1.198082170498925,1.2334350071913698,1.1911718565301261,1.1497930117777888
2010-01-31,1.0668451887474482,1.3337615056622116,1.3403603257525996,1.3396484012026462,1.3338548848799814,1.3197858488168182,1.3003977448020074,1.2146199725639057,1.2767375965340628,1.2336505092811354,1.251833942154414,1.2163161041932704,1.2221581456148374,1.1910174324071612,1.2359552576035142,1.1880352786887474,1.1498869591765821
2010-02-28,1.100118619574077,1.368198789004754,1.3717935015490017,1.367769891590481,1.3586549184555414,1.3410755588743601,1.3182908070111679,1.2231596828839666,1.2910119296510545,1.2369023513832786,1.2623293910645614,1.2148369548602727,1.228952502914713,1.1912896861873228,1.238358820521309,1.19124964764988,1.1496930677365191
2010-03-31,1.167080594150257,1.4606346728955457,1.455887899699655,1.443126459202975,1.4251277704456085,1.398659353222421,1.3671019408810134,1.2847400010943217,1.3304732308882454,1.2797311060157512,1.2910766719268958,1.2428676257095237,1.2474118172838486,1.2082961423168532,1.2408391777729917,1.1999632503844189,1.1492932915714418
2010-04-30,1.1851315665981108,1.4720413657370526,1.4678860612885138,1.4553843426151865,1.4379195121211694,1.4116173620265884,1.380463360482456,1.2937674977758453,1.3427218237503507,1.2884066337612374,1.2999404003072015,1.2501961383139197,1.2530298262127775,1.2147559820097853,1.2434751183504744,1.2025084162512538,1.1489734706393793
2010-05-31,1.0909881167157116,1.3390913777352331,1.348886578377753,1.3505710139320422,1.3475573622518207,1.3353712287823623,1.3181968100575143,1.1903912790906372,1.293949451233972,1.2124493675125811,1.2645708963815756,1.197834647420283,1.230322918910308,1.185922821670022,1.2457111299943313,1.1915967157226302,1.148906508131729
2010-06-30,1.0345545551034907,1.2841641122834608,1.3013328411486818,1.310733631922068,1.3152819942938128,1.3107506168124483,1.3008439829714575,1.1639010306687725,1.282688951832788,1.1951753137471606,1.2564559916649953,1.18856524568442,1.225169677061948,1.1802252925615435,1.2477686197451248,1.1891981561968703,1.1490224432196015
2010-07-31,1.105198056222823,1.39606194099999,1.4045404524209566,1.4046056245230694,1.399102239865956,1.3842488300868423,1.3636270219206854,1.225944499565768,1.3338894376683794,1.2454643509436565,1.2938177240646707,1.2236416505891117,1.2492042059607313,1.200614625661304,1.2495837585461147,1.2005776007660685,1.1485417123810953
2010-08-31,1.0554974478902737,1.3373557048455127,1.3544280521233945,1.3634832292508139,1.3670311214086301,1.3613445564799638,1.3496610534910074,1.2000464927666075,1.3267200614434045,1.2222364842705185,1.2886633542838548,1.2106061527239786,1.2459299368064043,1.198396994870167,1.251103687959692,1.1990417248119436,1.1485786916763652
2010-09-30,1.1500005302094776,1.466517876699549,1.4722781048556959,1.4691243272133434,1.4599843784702062,1.4411320579988693,1.4161683506881495,1.2852810005133972,1.3794547184700745,1.2955658198343216,1.3269596265609382,1.2629538013110229,1.2705486590163093,1.2275350794437117,1.2525637776325764,1.210881932167379,1.1486496519456662
2010-10-31,1.1939232422019672,1.520732592408939,1.5219575006339743,1.5139884367163376,1.4999186093475063,1.4760151283674467,1.4460059521026283,1.327313403466535,1.403660530595979,1.3296045313345903,1.3443543831526532,1.2860763857371458,1.2815617479104677,1.2432010569610994,1.2537884976587388,1.215999191596349,1.1483987924020798
2010-11-30,1.1939490009990936,1.4978189583483772,1.498956103749427,1.4907231927675557,1.4767683591784206,1.452693874455905,1.4228886381535668,1.3117978554640701,1.3823298028533548,1.3180878373565705,1.3289965461024518,1.275638297830425,1.2717379452288995,1.2351364049858318,1.255190742248955,1.2112130430873593,1.1481479328584938
2010-12-31,1.2737200328078915,1.6118121747211274,1.5985648570057518,1.5754926796141877,1.5466157681362769,1.5075900232383619,1.4631777113726998,1.3853323885247204,1.410312570023963,1.3726662655469366,1.3491929360567263,1.3108511483286684,1.284661853811905,1.2538229144423978,1.2571913842460902,1.2174343380236126,1.1482878545162705
2011-01-31,1.3033931763746143,1.6317154089735268,1.6154697470790311,1.5894691697207395,1.5576659621369413,1.5157468299089736,1.4685117911321326,1.3960548196339504,1.4135018225387501,1.3827998900698564,1.3513827983624491,1.3167103989619187,1.2859118483583596,1.2575107156464087,1.2592568526289756,1.217810328435759,1.1478650912217012
2011-02-28,1.3486602994325119,1.6836647079157556,1.6617766281128032,1.6300673111160515,1.5925936134661236,1.5450332736291754,1.4923335875127854,1.427651550732778,1.43199809963119,1.4083032564532072,1.3646192994103719,1.3354469496706773,1.2942706892784788,1.2690463558153042,1.2616035677931134,1.2217058683557664,1.1477401611701143
